"id","title","label","URL"
"299","Alien","horror","https://en.wikipedia.org/wiki/Alien_(film)"
"300","Rock of Ages","musical","https://en.wikipedia.org/wiki/Rock_of_Ages_(2012_film)"
"301","Cats","musical","https://en.wikipedia.org/wiki/Cats_(2019_film)"
"302","Mary Poppins","musical","https://en.wikipedia.org/wiki/Mary_Poppins_(film)"
"303","Secret Superstar","musical","https://en.wikipedia.org/wiki/Secret_Superstar"
"304","Staying Alive","musical","https://en.wikipedia.org/wiki/Staying_Alive_(1983_film)"
"305","My Fair Lady","musical","https://en.wikipedia.org/wiki/My_Fair_Lady_(film)"
"306","Fantasia","musical","https://en.wikipedia.org/wiki/Fantasia_(1940_film)"
"307","Fantasia 2000 (Theatrical Release)","musical","https://en.wikipedia.org/wiki/Fantasia_2000"
"308","West Side Story","musical","https://en.wikipedia.org/wiki/West_Side_Story_(1961_film)"
"309","Annie","musical","https://en.wikipedia.org/wiki/Annie_(1982_film)"
"310","Nine","musical","https://en.wikipedia.org/wiki/Nine_(2009_live-action_film)"
"311","The Aristocats","musical","https://en.wikipedia.org/wiki/The_Aristocats"
"312","Bareilly Ki Barfi","musical","https://en.wikipedia.org/wiki/Bareilly_Ki_Barfi"
"313","Dancer in the Dark","musical","https://en.wikipedia.org/wiki/Dancer_in_the_Dark"
"314","Annie","musical","https://en.wikipedia.org/wiki/Annie_(2014_film)"
"315","The Nightmare Before Christmas","musical","https://en.wikipedia.org/wiki/The_Nightmare_Before_Christmas"
"316","The Jungle Book","musical","https://en.wikipedia.org/wiki/The_Jungle_Book_(1967_film)"
"317","Fiddler on the Roof","musical","https://en.wikipedia.org/wiki/Fiddler_on_the_Roof_(film)"
"318","Yentl","musical","https://en.wikipedia.org/wiki/Yentl_(film)"
"319","The Blues Brothers","musical","https://en.wikipedia.org/wiki/The_Blues_Brothers_(film)"
"320","Fame","musical","https://en.wikipedia.org/wiki/Fame_(1980_film)"
"321","Hairspray","musical","https://en.wikipedia.org/wiki/Hairspray_(2007_film)"
"322","Chicago","musical","https://en.wikipedia.org/wiki/Chicago_(2002_film)"
"323","Mamma Mia!","musical","https://en.wikipedia.org/wiki/Mamma_Mia!_(film)"
"324","The Sapphires","musical","https://en.wikipedia.org/wiki/The_Sapphires_(film)"
"325","La La Land","musical","https://en.wikipedia.org/wiki/La_La_Land"
"326","The Greatest Showman","musical","https://en.wikipedia.org/wiki/The_Greatest_Showman"
"327","Beauty and the Beast","musical","https://en.wikipedia.org/wiki/Beauty_and_the_Beast_(1991_film)"
"328","Les Misérables","musical","https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(2012_film)"
"329","Mamma Mia: Here We Go Again!","musical","https://en.wikipedia.org/wiki/Mamma_Mia!_Here_We_Go_Again"
"330","Grease","musical","https://en.wikipedia.org/wiki/Grease_(film)"
"331","8 femmes","musical","https://en.wikipedia.org/wiki/8_Women"
"332","The Sound of Music","musical","https://en.wikipedia.org/wiki/The_Sound_of_Music_(film)"
"333","High School Musical 3: Senior Year","musical","https://en.wikipedia.org/wiki/High_School_Musical_3:_Senior_Year"
"334","Cinderella","musical","https://en.wikipedia.org/wiki/Cinderella_(1950_film)"
"335","Into the Woods","musical","https://en.wikipedia.org/wiki/Into_the_Woods_(film)"
"336","Snow White and the Seven Dwarfs","musical","https://en.wikipedia.org/wiki/Snow_White_and_the_Seven_Dwarfs_(1937_film)"
"337","Moulin Rouge","musical","https://en.wikipedia.org/wiki/Moulin_Rouge!"
"338","Dreamgirls","musical","https://en.wikipedia.org/wiki/Dreamgirls_(film)"
"339","The Phantom of the Opera","musical","https://en.wikipedia.org/wiki/The_Phantom_of_the_Opera_(2004_film)"
"340","Evita","musical","https://en.wikipedia.org/wiki/Evita_(1996_film)"
"341","Beauty and the Beast","musical","https://en.wikipedia.org/wiki/Beauty_and_the_Beast_(2017_film)"
"342","Footloose","musical","https://en.wikipedia.org/wiki/Footloose_(1984_film)"
"343","Sweeney Todd: The Demon Barber of Fleet Street","musical","https://en.wikipedia.org/wiki/Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street_(2007_film)"
"344","Footloose","musical","https://en.wikipedia.org/wiki/Footloose_(2011_film)"
"345","Across the Universe","musical","https://en.wikipedia.org/wiki/Across_the_Universe_(film)"
"346","Anastasia","musical","https://en.wikipedia.org/wiki/Anastasia_(1997_film)"
"347","Everyone Says I Love You","musical","https://en.wikipedia.org/wiki/Everyone_Says_I_Love_You"
"348","Little Voice","musical","https://en.wikipedia.org/wiki/Little_Voice_(film)"
"349","Les Triplettes de Belleville","musical","https://en.wikipedia.org/wiki/The_Triplets_of_Belleville"
"350","Dance With Me","musical","https://en.wikipedia.org/wiki/Dance_with_Me_(1998_film)"
"351","Breakin' 2: Electric Boogaloo","musical","https://en.wikipedia.org/wiki/Breakin%27_2:_Electric_Boogaloo"
"352","The Music Man","musical","https://en.wikipedia.org/wiki/The_Music_Man_(1962_film)"
"353","Dostana","musical","https://en.wikipedia.org/wiki/Dostana_(2008_film)"
"354","Grease 2","musical","https://en.wikipedia.org/wiki/Grease_2"
"355","A Chorus Line","musical","https://en.wikipedia.org/wiki/A_Chorus_Line_(film)"
"356","The Wizard of Oz","musical","https://en.wikipedia.org/wiki/The_Wizard_of_Oz_(1939_film)"
"357","Meet Me in St. Louis","musical","https://en.wikipedia.org/wiki/Meet_Me_in_St._Louis"
"358","Bye Bye Birdie","musical","https://en.wikipedia.org/wiki/Bye_Bye_Birdie_(1963_film)"
"359","Idlewild","musical","https://en.wikipedia.org/wiki/Idlewild_(film)"
"360","Help!","musical","https://en.wikipedia.org/wiki/The_Help_(film)"
"361","The King and I","musical","https://en.wikipedia.org/wiki/The_King_and_I_(1956_film)"
"362","Fame","musical","https://en.wikipedia.org/wiki/Fame_(2009_film)"
"363","Gentlemen Prefer Blondes","musical","https://en.wikipedia.org/wiki/Gentlemen_Prefer_Blondes_(1953_film)"
"364","Shigatsu wa kimi no uso","musical","https://en.wikipedia.org/wiki/Your_Lie_in_April_(film)"
"365","The Nutcracker in 3D","musical","https://en.wikipedia.org/wiki/The_Nutcracker_in_3D"
"366","The Legend of 1900","musical","https://en.wikipedia.org/wiki/The_Legend_of_1900"
"367","Sing Street","musical","https://en.wikipedia.org/wiki/Sing_Street"
"368","Blue Skies","musical","https://en.wikipedia.org/wiki/Blue_Skies_(1946_film)"
"369","Bedknobs and Broomsticks","musical","https://en.wikipedia.org/wiki/Bedknobs_and_Broomsticks"
"370","New York, New York","musical","https://en.wikipedia.org/wiki/New_York,_New_York_(1977_film)"
"371","Breakin'","musical","https://en.wikipedia.org/wiki/Breakin%27"
"372","Little Shop of Horrors","musical","https://en.wikipedia.org/wiki/Little_Shop_of_Horrors_(film)"
"373","Golmaal Again","musical","https://en.wikipedia.org/wiki/Golmaal_Again"
"374","Hello, Dolly","musical","https://en.wikipedia.org/wiki/Hello,_Dolly!_(film)"
"375","The Producers: The Movie Musical","musical","https://en.wikipedia.org/wiki/The_Producers_(musical)"
"376","Paint Your Wagon","musical","https://en.wikipedia.org/wiki/Paint_Your_Wagon_(film)"
"377","Rent","musical","https://en.wikipedia.org/wiki/Rent_(film)"
"378","Joyful Noise","musical","https://en.wikipedia.org/wiki/Joyful_Noise_(film)"
"379","White Christmas","musical","https://en.wikipedia.org/wiki/White_Christmas_(film)"
"380","Cirque du Soleil - Journey of Man","musical","https://en.wikipedia.org/wiki/Paramour_(Cirque_du_Soleil)"
"381","Oliver!","musical","https://en.wikipedia.org/wiki/Oliver!_(film)"
"382","Cabaret","musical","https://en.wikipedia.org/wiki/Cabaret_(1972_film)"
"383","Jesus Christ Superstar","musical","https://en.wikipedia.org/wiki/Jesus_Christ_Superstar_(film)"
"384","Bride & Prejudice","musical","https://en.wikipedia.org/wiki/Bride_and_Prejudice"
"385","Thumbelina","musical","https://en.wikipedia.org/wiki/Thumbelina_(1994_film)"
"386","Camelot","musical","https://en.wikipedia.org/wiki/Camelot_(film)"
"387","The Wiz","musical","https://en.wikipedia.org/wiki/The_Wiz_(film)"
"388","This is the Army","musical","https://en.wikipedia.org/wiki/This_Is_the_Army"
"389","Xanadu","musical","https://en.wikipedia.org/wiki/Xanadu_(film)"
"390","Hum Aapke Hain Kaun...!","musical","https://en.wikipedia.org/wiki/Hum_Aapke_Hain_Koun..!"
"391","Eight Crazy Nights","musical","https://en.wikipedia.org/wiki/Eight_Crazy_Nights"
"392","Victor/Victoria","musical","https://en.wikipedia.org/wiki/Victor/Victoria"
"393","Fantastic Beasts: The Crimes of Grindelwald","fantasy","https://en.wikipedia.org/wiki/Fantastic_Beasts:_The_Crimes_of_Grindelwald"
"394","The Mummy","fantasy","https://en.wikipedia.org/wiki/The_Mummy_(2017_film)"
"395","The Chronicles of Narnia: Prince Caspian","fantasy","https://en.wikipedia.org/wiki/The_Chronicles_of_Narnia:_Prince_Caspian"
"396","Aladdin","fantasy","https://en.wikipedia.org/wiki/Aladdin_(2019_film)"
"397","Harry Potter and the Deathly Hallows: Part II","fantasy","https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_2"
"398","The Twilight Saga: New Moon","fantasy","https://en.wikipedia.org/wiki/The_Twilight_Saga:_New_Moon"
"399","The Sixth Sense","fantasy","https://en.wikipedia.org/wiki/The_Sixth_Sense"
"400","Pirates of the Caribbean: The Curse of the Blac…","fantasy","https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_The_Curse_of_the_Black_Pearl"
"401","Life of Pi","fantasy","https://en.wikipedia.org/wiki/Life_of_Pi_(film)"
"402","Beauty and the Beast","fantasy","https://en.wikipedia.org/wiki/Beauty_and_the_Beast_(musical)"
"403","King Kong","fantasy","https://en.wikipedia.org/wiki/King_Kong_(2005_film)"
"404","Cinderella","fantasy","https://en.wikipedia.org/wiki/Cinderella_(2015_Disney_film)"
"405","Aladdin","fantasy","https://en.wikipedia.org/wiki/Aladdin_(1992_Disney_film)"
"406","How to Train Your Dragon","fantasy","https://en.wikipedia.org/wiki/How_to_Train_Your_Dragon_(film)"
"407","Clash of the Titans","fantasy","https://en.wikipedia.org/wiki/Clash_of_the_Titans_(2010_film)"
"408","Oz the Great and Powerful","fantasy","https://en.wikipedia.org/wiki/Oz_the_Great_and_Powerful"
"409","Maleficent: Mistress of Evil","fantasy","https://en.wikipedia.org/wiki/Maleficent:_Mistress_of_Evil"
"410","Indiana Jones and the Last Crusade","fantasy","https://en.wikipedia.org/wiki/Indiana_Jones_and_the_Last_Crusade"
"411","Warcraft","fantasy","https://en.wikipedia.org/wiki/Warcraft_(film)"
"412","How to Train Your Dragon 2","fantasy","https://en.wikipedia.org/wiki/How_to_Train_Your_Dragon_2"
"413","The Twilight Saga: Breaking Dawn, Part 1","fantasy","https://en.wikipedia.org/wiki/The_Twilight_Saga:_Breaking_Dawn_%E2%80%93_Part_1"
"414","The Twilight Saga: Eclipse","fantasy","https://en.wikipedia.org/wiki/The_Twilight_Saga:_Eclipse"
"415","Pirates of the Caribbean: Dead Men Tell No Tales","fantasy","https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_Dead_Men_Tell_No_Tales"
"416","The Mummy Returns","fantasy","https://en.wikipedia.org/wiki/The_Mummy_Returns"
"417","Ne Zha Zhi Mo Tong Jiang Shi","fantasy","https://en.wikipedia.org/wiki/Ne_Zha_(2019_film)"
"418","Pirates of the Caribbean: On Stranger Tides","fantasy","https://en.wikipedia.org/wiki/Pirates_of_the_Caribbean:_On_Stranger_Tides"
"419","Alice in Wonderland","fantasy","https://en.wikipedia.org/wiki/Alice_in_Wonderland_(2010_film)"
"420","The Hobbit: An Unexpected Journey","fantasy","https://en.wikipedia.org/wiki/The_Hobbit:_An_Unexpected_Journey"
"421","Harry Potter and the Sorcerer’s Stone","fantasy","https://en.wikipedia.org/wiki/Harry_Potter_and_the_Philosopher%27s_Stone_(film)"
"422","The Jungle Book","fantasy","https://en.wikipedia.org/wiki/The_Jungle_Book_(2016_film)"
"423","Harry Potter and the Deathly Hallows: Part I","fantasy","https://en.wikipedia.org/wiki/Harry_Potter_and_the_Deathly_Hallows_%E2%80%93_Part_1"
"424","The Hobbit: The Desolation of Smaug","fantasy","https://en.wikipedia.org/wiki/The_Hobbit:_The_Desolation_of_Smaug"
"425","Maleficent","fantasy","https://en.wikipedia.org/wiki/Maleficent_(film)"
"426","The Hobbit: The Battle of the Five Armies","fantasy","https://en.wikipedia.org/wiki/The_Hobbit:_The_Battle_of_the_Five_Armies"
"427","The Chronicles of Narnia: The Lion, the Witch a…","fantasy","https://en.wikipedia.org/wiki/The_Chronicles_of_Narnia:_The_Lion,_the_Witch_and_the_Wardrobe"
"428","The Lord of the Rings: The Two Towers","fantasy","https://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Two_Towers"
"429","Harry Potter and the Goblet of Fire","fantasy","https://en.wikipedia.org/wiki/Harry_Potter_and_the_Goblet_of_Fire_(film)"
"430","The Lord of the Rings: The Fellowship of the Ring","fantasy","https://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring"
"431","Ice Age: Continental Drift","fantasy","https://en.wikipedia.org/wiki/Ice_Age:_Continental_Drift"
"432","Harry Potter and the Chamber of Secrets","fantasy","https://en.wikipedia.org/wiki/Harry_Potter_and_the_Chamber_of_Secrets_(film)"
"433","The Twilight Saga: Breaking Dawn, Part 2","fantasy","https://en.wikipedia.org/wiki/The_Twilight_Saga:_Breaking_Dawn_%E2%80%93_Part_2"
"434","Fantastic Beasts and Where to Find Them","fantasy","https://en.wikipedia.org/wiki/Fantastic_Beasts_and_Where_to_Find_Them_(film)"
"435","Harry Potter and the Prisoner of Azkaban","fantasy","https://en.wikipedia.org/wiki/Harry_Potter_and_the_Prisoner_of_Azkaban_(film)"
"436","Harry Potter and the Half-Blood Prince","fantasy","https://en.wikipedia.org/wiki/Harry_Potter_and_the_Half-Blood_Prince_(film)"
"437","The Chronicles of Narnia: The Voyage of the Daw…","fantasy","https://en.wikipedia.org/wiki/The_Chronicles_of_Narnia:_The_Voyage_of_the_Dawn_Treader"
"438","Sen to Chihiro no Kamikakushi","fantasy","https://en.wikipedia.org/wiki/Spirited_Away"
"439","Eragon","fantasy","https://en.wikipedia.org/wiki/Eragon_(film)"
"440","Ted 2","fantasy","https://en.wikipedia.org/wiki/Ted_2"
"441","Snow White and the Huntsman","fantasy","https://en.wikipedia.org/wiki/Snow_White_and_the_Huntsman"
"442","Dark Shadows","fantasy","https://en.wikipedia.org/wiki/Dark_Shadows_(film)"
"443","Click","fantasy","https://en.wikipedia.org/wiki/Click_(2006_film)"
"444","Gulliver's Travels","fantasy","https://en.wikipedia.org/wiki/Gulliver%27s_Travels_(2010_film)"
"445","Percy Jackson & the Olympians: The Lightning Thief","fantasy","https://en.wikipedia.org/wiki/Percy_Jackson_%26_the_Olympians:_The_Lightning_Thief"
"446","Bedtime Stories","fantasy","https://en.wikipedia.org/wiki/Bedtime_Stories_(film)"
"447","Dracula Untold","fantasy","https://en.wikipedia.org/wiki/Dracula_Untold"
"448","The Sorcerer's Apprentice","fantasy","https://en.wikipedia.org/wiki/The_Sorcerer%27s_Apprentice_(2010_film)"
"449","Dolittle","fantasy","https://en.wikipedia.org/wiki/Dolittle_(film)"
"450","Crouching Tiger, Hidden Dragon","fantasy","https://en.wikipedia.org/wiki/Crouching_Tiger,_Hidden_Dragon"
"451","City of Angels","fantasy","https://en.wikipedia.org/wiki/City_of_Angels_(film)"
"452","Percy Jackson: Sea of Monsters","fantasy","https://en.wikipedia.org/wiki/Percy_Jackson:_Sea_of_Monsters"
"453","Jack the Giant Slayer","fantasy","https://en.wikipedia.org/wiki/Jack_the_Giant_Slayer"
"454","Xi you xiang mo pian","fantasy","https://en.wikipedia.org/wiki/Journey_to_the_West:_Conquering_the_Demons"
"455","Immortals","fantasy","https://en.wikipedia.org/wiki/Immortals_(2011_film)"
"456","End of Days","fantasy","https://en.wikipedia.org/wiki/End_of_Days_(film)"
"457","Beowulf","fantasy","https://en.wikipedia.org/wiki/Beowulf_(2007_film)"
"458","Harry Potter and the Order of the Phoenix","fantasy","https://en.wikipedia.org/wiki/Harry_Potter_and_the_Order_of_the_Phoenix_(film)"
"459","Hercules","fantasy","https://en.wikipedia.org/wiki/Hercules_(2014_film)"
"460","Cinderella","fantasy","https://en.wikipedia.org/wiki/Cinderella_(1997_film)"
"461","The Ghouls","fantasy","https://en.wikipedia.org/wiki/Tokyo_Ghoul_(film)"
"462","Twilight","fantasy","https://en.wikipedia.org/wiki/Twilight_(2008_film)"
"463","The Lord of the Rings: The Return of the King","fantasy","https://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Return_of_the_King"
"464","The Last Airbender","fantasy","https://en.wikipedia.org/wiki/The_Last_Airbender"
"465","Jumanji","fantasy","https://en.wikipedia.org/wiki/Jumanji"
"466","The Golden Compass","fantasy","https://en.wikipedia.org/wiki/The_Golden_Compass_(film)"
"467","A Bug's Life","fantasy","https://en.wikipedia.org/wiki/A_Bug%27s_Life"
"468","Zhuo yao ji","fantasy","https://en.wikipedia.org/wiki/Monster_Hunt"
"469","Kimi no na wa","fantasy","https://en.wikipedia.org/wiki/Your_Name"
"470","Night at the Museum: Secret of the Tomb","fantasy","https://en.wikipedia.org/wiki/Night_at_the_Museum:_Secret_of_the_Tomb"
"471","Who Framed Roger Rabbit?","fantasy","https://en.wikipedia.org/wiki/Who_Framed_Roger_Rabbit"
"472","Up","fantasy","https://en.wikipedia.org/wiki/Up_(2009_film)"
"473","Enchanted","fantasy","https://en.wikipedia.org/wiki/Enchanted_(film)"
"474","The Curious Case of Benjamin Button","fantasy","https://en.wikipedia.org/wiki/The_Curious_Case_of_Benjamin_Button_(film)"
"475","Journey 2: The Mysterious Island","fantasy","https://en.wikipedia.org/wiki/Journey_2:_The_Mysterious_Island"
"476","Night at the Museum: Battle of the Smithsonian","fantasy","https://en.wikipedia.org/wiki/Night_at_the_Museum:_Battle_of_the_Smithsonian"
"477","Disney’s A Christmas Carol","fantasy","https://en.wikipedia.org/wiki/A_Christmas_Carol_(2009_film)"
"478","Wrath of the Titans","fantasy","https://en.wikipedia.org/wiki/Wrath_of_the_Titans"
"479","Horton Hears a Who","fantasy","https://en.wikipedia.org/wiki/Horton_Hears_a_Who!_(film)"
"480","Miss Peregrine’s Home for Peculiar Children","fantasy","https://en.wikipedia.org/wiki/Miss_Peregrine%27s_Home_for_Peculiar_Children_(film)"
"481","The Green Mile","fantasy","https://en.wikipedia.org/wiki/The_Green_Mile_(film)"
"482","Alice Through the Looking Glass","fantasy","https://en.wikipedia.org/wiki/Alice_Through_the_Looking_Glass_(2016_film)"
"483","Prince of Persia: Sands of Time","fantasy","https://en.wikipedia.org/wiki/Prince_of_Persia:_The_Sands_of_Time_(film)"
"484","The Mummy: Tomb of the Dragon Emperor","fantasy","https://en.wikipedia.org/wiki/The_Mummy:_Tomb_of_the_Dragon_Emperor"
